Commit SHA,Java File,Old function signature,New function signature
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,saveToGallery ( String  fileName ),"saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
29f4cc5c2c5c7e5468759bb5ad414e9855cd09c6,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,saveToGallery ( String  fileName ),"saveToGallery ( String  fileName, int  quality )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,saveToGallery ( String  fileName ),"saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
fc0e2342984758849384199f0225e0c6b5555168,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,saveToGallery ( String  fileName ),"saveToGallery ( String  fileName, int  quality )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,saveToGallery ( String  fileName ),"saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,saveToGallery ( String  fileName ),"saveToGallery ( String  fileName, int  quality )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/data/ChartData.java,calcMinMax ( T  d ),"calcMinMax ( Entry  e, AxisDependency  axis )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,"getEntryForXValue ( float  xValue, float  closestToY )","getEntryForXValue ( float  xValue, float  closestToY, DataSet  rounding )"
e5b66192e7b303d7d25fc172b1878c055b554047,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xValue, float  closestToY, DataSet  rounding )"
db7dda2b7e42060e90b7ac780fd7f60ac30d6ef3,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
db7dda2b7e42060e90b7ac780fd7f60ac30d6ef3,MPChartExample/src/com/xxmassdeveloper/mpchartexample/notimportant/DemoBase.java,saveToGallery (  ),"saveToGallery ( Chart  chart, String  name )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
d67ea481af1e8528c617dfd404d0c7827b0134b2,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
fe7a0f8bc368dc06fa5064bff1f9bf9de95bbdd6,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
536a35a6fd045e1279edf72f8afad736de3d93a1,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/LargeValueFormatter.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
75dd04cc42b519b6221b68061a74ee6b7f222d88,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivityNegative.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
53de181607d0d3376acc035cca70b7bb9b806731,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/LargeValueFormatter.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/BarDataSet.java,copy (  ),copy ( BarDataSet  barDataSet )
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/BubbleDataSet.java,copy (  ),copy ( BubbleDataSet  bubbleDataSet )
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/CandleDataSet.java,copy (  ),copy ( CandleDataSet  candleDataSet )
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,calcMinMaxY ( T  e ),"calcMinMaxY ( float  fromX, float  toX )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,copy (  ),copy ( DataSet  dataSet )
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,"getEntryForXValue ( float  xValue, float  closestToY )","getEntryForXValue ( float  xValue, float  closestToY, Rounding  rounding )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/LineDataSet.java,copy (  ),copy ( LineDataSet  lineDataSet )
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/PieDataSet.java,copy (  ),copy ( PieDataSet  pieDataSet )
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/RadarDataSet.java,copy (  ),copy ( RadarDataSet  radarDataSet )
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/data/ScatterDataSet.java,copy (  ),copy ( ScatterDataSet  scatterDataSet )
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,"getEntryForXValue ( float  xValue, float  closestToY )","getEntryForXValue ( float  xValue, float  closestToY, DataSet  rounding )"
73054bedc36c32bffa77f23e3be711636c91c136,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xValue, float  closestToY, DataSet  rounding )"
5869c9de23bf46eb36631a1dcc2785fe6f0e19f0,MPChartLib/src/main/java/com/github/mikephil/charting/formatter/LargeValueFormatter.java,"getFormattedValue ( float  value, AxisBase  axis )","getFormattedValue ( float  value, Entry  entry, int  dataSetIndex, ViewPortHandler  viewPortHandler )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, int  dataSetIndex, boolean  callListener )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"highlightValue ( Highlight  high, boolean  callListener )","highlightValue ( float  x, float  y, int  dataSetIndex, boolean  callListener )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/charts/Chart.java,"saveToGallery ( String  fileName, int  quality )","saveToGallery ( String  fileName, String  subFolderPath, String  fileDescription, Bitmap  format, int  quality )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/BarDataSet.java,copy (  ),copy ( BarDataSet  barDataSet )
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/BubbleDataSet.java,copy (  ),copy ( BubbleDataSet  bubbleDataSet )
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/CandleDataSet.java,copy (  ),copy ( CandleDataSet  candleDataSet )
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,calcMinMaxY ( T  e ),"calcMinMaxY ( float  fromX, float  toX )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,copy (  ),copy ( DataSet  dataSet )
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,"getEntryForXValue ( float  xValue, float  closestToY )","getEntryForXValue ( float  xValue, float  closestToY, Rounding  rounding )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/LineDataSet.java,copy (  ),copy ( LineDataSet  lineDataSet )
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/PieDataSet.java,copy (  ),copy ( PieDataSet  pieDataSet )
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/RadarDataSet.java,copy (  ),copy ( RadarDataSet  radarDataSet )
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/data/ScatterDataSet.java,copy (  ),copy ( ScatterDataSet  scatterDataSet )
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,"getEntryForXValue ( float  xValue, float  closestToY )","getEntryForXValue ( float  xValue, float  closestToY, DataSet  rounding )"
89436221db3d83991f9ecd830f871d4ce7da47a4,MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java,getEntryIndex ( T  e ),"getEntryIndex ( float  xValue, float  closestToY, DataSet  rounding )"
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/BarDataSet.java,copy (  ),copy ( BarDataSet  barDataSet )
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/BubbleDataSet.java,copy (  ),copy ( BubbleDataSet  bubbleDataSet )
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/CandleDataSet.java,copy (  ),copy ( CandleDataSet  candleDataSet )
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,calcMinMaxY ( T  e ),"calcMinMaxY ( float  fromX, float  toX )"
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,copy (  ),copy ( DataSet  dataSet )
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/DataSet.java,"getEntryForXValue ( float  xValue, float  closestToY )","getEntryForXValue ( float  xValue, float  closestToY, Rounding  rounding )"
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/LineDataSet.java,copy (  ),copy ( LineDataSet  lineDataSet )
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/PieDataSet.java,copy (  ),copy ( PieDataSet  pieDataSet )
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/RadarDataSet.java,copy (  ),copy ( RadarDataSet  radarDataSet )
7abc9cd6696f78c77068ffc278793594b33497fe,MPChartLib/src/main/java/com/github/mikephil/charting/data/ScatterDataSet.java,copy (  ),copy ( ScatterDataSet  scatterDataSet )
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easing )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
c08ec81fc0419a85ac9c2f886547f5f1a31ce7ad,MPChartLib/src/main/java/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
