Commit SHA,Java File,Old function signature,New function signature
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,onAnimationUpdate (  ),onAnimationUpdate ( ValueAnimator  animation )
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/charts/PieRadarChartBase.java,"spin ( int  durationmillis, float  fromangle, float  toangle )","spin ( int  durationmillis, float  fromangle, float  toangle, Easing  easing )"
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
9531ba69895cd64fce48038ffd8df2543eeea1d2,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,"drawLinearFill ( Canvas  c, LineDataSet  dataSet, List  entries, Transformer  trans )","drawLinearFill ( Canvas  c, LineDataSet  dataSet, List  entries, int  minx, int  maxx, Transformer  trans )"
80525905dc1b7cee817b3183a461acedb4b50ef6,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
80525905dc1b7cee817b3183a461acedb4b50ef6,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
80525905dc1b7cee817b3183a461acedb4b50ef6,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
80525905dc1b7cee817b3183a461acedb4b50ef6,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, Easing  easingX, Easing  easingY )"
80525905dc1b7cee817b3183a461acedb4b50ef6,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, Easing  easing )"
80525905dc1b7cee817b3183a461acedb4b50ef6,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, Easing  easing )"
9e65dca8aa1e2ed225effa7d80a7c3d0e1c1d7e6,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,onAnimationUpdate (  ),onAnimationUpdate ( ValueAnimator  animation )
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/charts/PieRadarChartBase.java,"spin ( int  durationmillis, float  fromangle, float  toangle )","spin ( int  durationmillis, float  fromangle, float  toangle, EasingFunction  easing )"
c962926b3eb5b062273441816adce6dc8cf15130,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,"drawLinearFill ( Canvas  c, LineDataSet  dataSet, List  entries, Transformer  trans )","drawLinearFill ( Canvas  c, LineDataSet  dataSet, List  entries, int  minx, int  maxx, Transformer  trans )"
b9d22b4b3b4febec753a06f6e24dece805b83bdb,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
1befb9a88d2c212333a289e2f598b90bfb76b63e,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,"drawLinearFill ( Canvas  c, LineDataSet  dataSet, List  entries, Transformer  trans )","drawLinearFill ( Canvas  c, LineDataSet  dataSet, List  entries, int  minx, int  maxx, Transformer  trans )"
75cc593864d3aaa3a08e80631c6a05ffa14b8738,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
75cc593864d3aaa3a08e80631c6a05ffa14b8738,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
75cc593864d3aaa3a08e80631c6a05ffa14b8738,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
75cc593864d3aaa3a08e80631c6a05ffa14b8738,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,onAnimationUpdate (  ),onAnimationUpdate ( ValueAnimator  animation )
75cc593864d3aaa3a08e80631c6a05ffa14b8738,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, EasingFunction  easingX, EasingFunction  easingY )"
75cc593864d3aaa3a08e80631c6a05ffa14b8738,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, EasingFunction  easing )"
75cc593864d3aaa3a08e80631c6a05ffa14b8738,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, EasingFunction  easing )"
75cc593864d3aaa3a08e80631c6a05ffa14b8738,MPChartLib/src/com/github/mikephil/charting/charts/PieRadarChartBase.java,"spin ( int  durationmillis, float  fromangle, float  toangle )","spin ( int  durationmillis, float  fromangle, float  toangle, EasingFunction  easing )"
fa1c6d5039fe3e186cf8236f6f971ed8d4bdede5,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
fa1c6d5039fe3e186cf8236f6f971ed8d4bdede5,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
fa1c6d5039fe3e186cf8236f6f971ed8d4bdede5,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
fa1c6d5039fe3e186cf8236f6f971ed8d4bdede5,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
fa1c6d5039fe3e186cf8236f6f971ed8d4bdede5,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
fa1c6d5039fe3e186cf8236f6f971ed8d4bdede5,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
5dd5ab4b37241fc519676de2ba625234f6836044,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
32799d42bc17b0252aed53b7d93c354e4c43d96c,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
32799d42bc17b0252aed53b7d93c354e4c43d96c,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
32799d42bc17b0252aed53b7d93c354e4c43d96c,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
32799d42bc17b0252aed53b7d93c354e4c43d96c,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
32799d42bc17b0252aed53b7d93c354e4c43d96c,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
32799d42bc17b0252aed53b7d93c354e4c43d96c,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
9a8e63b4a7e5be3340e294470ffb9adc7fe878b3,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
9a8e63b4a7e5be3340e294470ffb9adc7fe878b3,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
9a8e63b4a7e5be3340e294470ffb9adc7fe878b3,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
9a8e63b4a7e5be3340e294470ffb9adc7fe878b3,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
9a8e63b4a7e5be3340e294470ffb9adc7fe878b3,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
9a8e63b4a7e5be3340e294470ffb9adc7fe878b3,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/animation/ChartAnimator.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,"animateXY ( int  durationMillisX, int  durationMillisY )","animateXY ( int  durationMillisX, int  durationMillisY, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateX ( int  durationMillis ),"animateX ( int  durationMillis, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
54b92ffc62455b7103848ac1e660aacdeeaeff9d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,animateY ( int  durationMillis ),"animateY ( int  durationMillis, AnimationEasing  easing )"
9c112a2c648d7d67413d3afdb6a955e0c463bd50,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
9c112a2c648d7d67413d3afdb6a955e0c463bd50,MPChartLib/src/com/github/mikephil/charting/utils/Transformer.java,"generateTransformedValuesLine ( List  entries, float  phaseY )","generateTransformedValuesLine ( List  entries, float  phaseX, float  phaseY, int  from, int  to )"
9c112a2c648d7d67413d3afdb6a955e0c463bd50,MPChartLib/src/com/github/mikephil/charting/utils/Transformer.java,"generateTransformedValuesCandle ( List  entries, float  phaseY )","generateTransformedValuesCandle ( List  entries, float  phaseX, float  phaseY, int  from, int  to )"
71e3ca1b77cfe333feba2d8879940e10e60984b3,MPChartLib/src/com/github/mikephil/charting/utils/Transformer.java,"generateTransformedValuesLine ( List  entries, float  phaseY )","generateTransformedValuesLine ( List  entries, float  phaseX, float  phaseY, int  from, int  to )"
71e3ca1b77cfe333feba2d8879940e10e60984b3,MPChartLib/src/com/github/mikephil/charting/utils/Transformer.java,"generateTransformedValuesCandle ( List  entries, float  phaseY )","generateTransformedValuesCandle ( List  entries, float  phaseX, float  phaseY, int  from, int  to )"
809b44c69e88eb3e4f62fd31d72901e66b1b5311,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
83eadc108becb45e1cedc11b9e48b375c90992d5,MPChartLib/src/com/github/mikephil/charting/utils/ColorTemplate.java,createColors ( int [] colors ),"createColors ( Resources  r, int [] colors )"
829f93ab1602a5536730e2bdd89f73df5a8a7223,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
0ee1299c4dad48f216533752c28c37d12cdedb16,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
0ee1299c4dad48f216533752c28c37d12cdedb16,MPChartLib/src/com/github/mikephil/charting/utils/ColorTemplate.java,createColors ( int [] colors ),"createColors ( Resources  r, int [] colors )"
f5d6a477de531f69d4ce7630bd3cb3ab2516e277,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
f2945ec0ef5932981d4464468d19292f4f0c0b5e,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
f2945ec0ef5932981d4464468d19292f4f0c0b5e,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,getBufferSize ( LineDataSet  set ),"getBufferSize ( LineDataSet  set, int  xValCount )"
f4e58ba5996634b31dc178cb2dac0fb1403a5085,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
f4e58ba5996634b31dc178cb2dac0fb1403a5085,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,getBufferSize ( LineDataSet  set ),"getBufferSize ( LineDataSet  set, int  xValCount )"
fa97f6143ae234da09a7698bf3895997a8dbaac7,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
fa97f6143ae234da09a7698bf3895997a8dbaac7,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,getBufferSize ( LineDataSet  set ),"getBufferSize ( LineDataSet  set, int  xValCount )"
c739d6271397e9979cf633453df3ea35c6052e2d,MPChartLib/src/com/github/mikephil/charting/charts/BarLineChartBase.java,drawGridBackground (  ),drawGridBackground ( Canvas  c )
c739d6271397e9979cf633453df3ea35c6052e2d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,drawDescription (  ),drawDescription ( Canvas  c )
c739d6271397e9979cf633453df3ea35c6052e2d,MPChartLib/src/com/github/mikephil/charting/charts/Chart.java,drawMarkers (  ),drawMarkers ( Canvas  canvas )
c739d6271397e9979cf633453df3ea35c6052e2d,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
c739d6271397e9979cf633453df3ea35c6052e2d,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,"drawCubicFill ( Canvas  c, LineDataSet  dataSet, Path  spline, Transformer  trans )","drawCubicFill ( Canvas  c, LineDataSet  dataSet, Path  spline, Transformer  trans, int  from, int  to )"
c739d6271397e9979cf633453df3ea35c6052e2d,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,"generateFilledPath ( ArrayList  entries, float  fillMin )","generateFilledPath ( ArrayList  entries, float  fillMin, int  from, int  to )"
6b57fa74d4f2c80d918e47a224155c45d8c1ef93,MPChartLib/src/com/github/mikephil/charting/renderer/LineChartRenderer.java,"drawCubicFill ( LineDataSet  dataSet, Path  spline )","drawCubicFill ( Canvas  c, LineDataSet  dataSet, Path  spline, Transformer  trans )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/BarChartActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/BarChartActivityMultiDataset.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/DrawChartActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/DynamicalAddingActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/HorizontalBarChartActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/InvertedLineChartActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/LineChartActivity1.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/LineChartActivity2.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/MultiLineChartActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/PieChartActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/RealtimeLineChartActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/ScatterChartActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartExample/src/com/xxmassdeveloper/mpchartexample/StackedBarActivity.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartLib/src/com/github/mikephil/charting/charts/BarChart.java,getHighlight ( double  touchPositionBase ),"getHighlight ( double  xPosition, double  yPosition )"
02e8149f5d40cdabc4692f1dbac93ed9d20309f7,MPChartLib/src/com/github/mikephil/charting/listener/OnChartValueSelectedListener.java,"onValueSelected ( Entry  e, int  dataSetIndex )","onValueSelected ( Entry  e, int  dataSetIndex, Highlight  h )"
82f2d5595a9407be64535f7acca295d5a7654ad6,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
b01c5e2b32defdd9364f900c7180083115fe3b5b,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
e63c1fa870b65f74e8daacfa59b337257c32e0e0,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
e63c1fa870b65f74e8daacfa59b337257c32e0e0,MPChartLib/src/com/github/mikephil/charting/renderer/BarChartRenderer.java,"drawValue ( Canvas  c, float  val, float  xPos, float  yPos )","drawValue ( Canvas  c, float  val, float  xPos, float  yPos, ValueFormatter  formatter )"
e63c1fa870b65f74e8daacfa59b337257c32e0e0,MPChartLib/src/com/github/mikephil/charting/renderer/HorizontalBarChartRenderer.java,"drawValue ( Canvas  c, float  val, float  xPos, float  yPos )","drawValue ( Canvas  c, float  val, float  xPos, float  yPos, ValueFormatter  formatter )"
4cb9089fe44062486da79403a6c6b495a6f13a5e,MPChartLib/src/com/github/mikephil/charting/data/DataSet.java,getColor (  ),getColor ( int  index )
865d5f33ec192359764de433c37a942055017ae6,MPChartExample/src/com/xxmassdeveloper/mpchartexample/CombinedChartActivity.java,getRandom (  ),"getRandom ( float  range, float  startsfrom )"
c9df99a643186ee96acb7e16a6aa39da1d812ba9,MPChartLib/src/com/github/mikephil/charting/charts/BarLineChartBase.java,getPosition ( Entry  e ),"getPosition ( Entry  e, AxisDependency  axis )"
c9df99a643186ee96acb7e16a6aa39da1d812ba9,MPChartLib/src/com/github/mikephil/charting/charts/BarLineChartBase.java,"getValuesByTouchPoint ( float  x, float  y )","getValuesByTouchPoint ( float  x, float  y, AxisDependency  axis )"
c9df99a643186ee96acb7e16a6aa39da1d812ba9,MPChartLib/src/com/github/mikephil/charting/charts/BarLineChartBase.java,"getPixelsForValues ( float  x, float  y )","getPixelsForValues ( float  x, float  y, AxisDependency  axis )"
